DOCUMENT_NAME,chunk_id,chunk_sequence_number,chunk_type,chunk_content_raw,chunk_content,chunk_text_length,chunk_word_count,page,box_l,box_t,box_r,box_b,prev_chunk_id,next_chunk_id,chunk_image_path,processed_at,ade_version,model_version
Common_cold_clinincal_evidence.pdf,f5d0a638-c0ad-4ee7-a761-0ee6850d3959,12,text,"<a id='f5d0a638-c0ad-4ee7-a761-0ee6850d3959'></a>

© BMJ Publishing Group Ltd 2011. All rights reserved.",© BMJ Publishing Group Ltd 2011. All rights reserved.,54,9,1,0.11336194,0.929139853,0.363652885,0.943475962,3d835647-fbb6-4543-a584-33c56e77e472,cd6d43cf-589e-4487-a5ec-de623841a622,results_folder/chunk_images/Common_cold_clinincal_evidence/page_1/text.f5d0a638-c0ad-4ee7-a761-0ee6850d3959.png,2025-10-29T04:41:31.169803+00:00,0.18.3,dpt-2-20250919
Common_cold_clinincal_evidence.pdf,cd6d43cf-589e-4487-a5ec-de623841a622,13,marginalia,"<a id='cd6d43cf-589e-4487-a5ec-de623841a622'></a>

2",2,1,1,1,0.870519817,0.927462041,0.88841182,0.942144573,f5d0a638-c0ad-4ee7-a761-0ee6850d3959,5dc84d30-c4c8-43ef-bd47-4e6c77b5756c,results_folder/chunk_images/Common_cold_clinincal_evidence/page_1/marginalia.cd6d43cf-589e-4487-a5ec-de623841a622.png,2025-10-29T04:41:31.169803+00:00,0.18.3,dpt-2-20250919
Common_cold_clinincal_evidence.pdf,5dc84d30-c4c8-43ef-bd47-4e6c77b5756c,14,text,"<a id='5dc84d30-c4c8-43ef-bd47-4e6c77b5756c'></a>

Respiratory disorders (acute)",Respiratory disorders (acute),29,3,1,0.896152914,0.031505331,0.936965644,0.336335897,cd6d43cf-589e-4487-a5ec-de623841a622,545471d3-95e9-4f48-8ea2-64052fbec294,results_folder/chunk_images/Common_cold_clinincal_evidence/page_1/text.5dc84d30-c4c8-43ef-bd47-4e6c77b5756c.png,2025-10-29T04:41:31.169803+00:00,0.18.3,dpt-2-20250919
Common_cold_clinincal_evidence.pdf,545471d3-95e9-4f48-8ea2-64052fbec294,15,text,"<a id='545471d3-95e9-4f48-8ea2-64052fbec294'></a>

Common cold",Common cold,11,2,2,0.676074684,0.031499837,0.887046039,0.060509969,5dc84d30-c4c8-43ef-bd47-4e6c77b5756c,9a081bfa-a0e0-43ad-93b9-92e0b8380f68,results_folder/chunk_images/Common_cold_clinincal_evidence/page_2/text.545471d3-95e9-4f48-8ea2-64052fbec294.png,2025-10-29T04:41:31.169803+00:00,0.18.3,dpt-2-20250919
Common_cold_clinincal_evidence.pdf,9a081bfa-a0e0-43ad-93b9-92e0b8380f68,16,text,"<a id='9a081bfa-a0e0-43ad-93b9-92e0b8380f68'></a>

in any individual trial. For further details of how we perform the GRADE evaluation and the scoring system we use, please see our website (www.clinicalevidence.com).","in any individual trial. For further details of how we perform the GRADE evaluation and the scoring system we use, please see our website (www.clinicalevidence.com).",165,25,2,0.227120817,0.07045687,0.887772977,0.101882942,545471d3-95e9-4f48-8ea2-64052fbec294,64e00ddd-3d2a-471f-8443-1f8d1ce7cfc0,results_folder/chunk_images/Common_cold_clinincal_evidence/page_2/text.9a081bfa-a0e0-43ad-93b9-92e0b8380f68.png,2025-10-29T04:41:31.169803+00:00,0.18.3,dpt-2-20250919
Common_cold_clinincal_evidence.pdf,64e00ddd-3d2a-471f-8443-1f8d1ce7cfc0,17,text,"<a id='64e00ddd-3d2a-471f-8443-1f8d1ce7cfc0'></a>

QUESTION What are the effects of treatments for common cold?",QUESTION What are the effects of treatments for common cold?,60,10,2,0.114181936,0.10884019,0.886682451,0.132839397,9a081bfa-a0e0-43ad-93b9-92e0b8380f68,672e963f-713b-4788-b51b-726df1014d6f,results_folder/chunk_images/Common_cold_clinincal_evidence/page_2/text.64e00ddd-3d2a-471f-8443-1f8d1ce7cfc0.png,2025-10-29T04:41:31.169803+00:00,0.18.3,dpt-2-20250919
Common_cold_clinincal_evidence.pdf,672e963f-713b-4788-b51b-726df1014d6f,18,text,"<a id='672e963f-713b-4788-b51b-726df1014d6f'></a>

**OPTION ANTIHISTAMINES**

* For GRADE evaluation of interventions for Common cold, see table, p 26.
* Antihistamines may slightly reduce runny nose and sneezing, but their overall effect seems small. Some antihistamines may cause sedation or arrhythmias.","**OPTION ANTIHISTAMINES**

* For GRADE evaluation of interventions for Common cold, see table, p 26.
* Antihistamines may slightly reduce runny nose and sneezing, but their overall effect seems small. Some antihistamines may cause sedation or arrhythmias.",255,37,2,0.113185346,0.138012379,0.888640463,0.218874276,64e00ddd-3d2a-471f-8443-1f8d1ce7cfc0,85c7025d-53ef-4053-bd59-f707552fa339,results_folder/chunk_images/Common_cold_clinincal_evidence/page_2/text.672e963f-713b-4788-b51b-726df1014d6f.png,2025-10-29T04:41:31.169803+00:00,0.18.3,dpt-2-20250919
Common_cold_clinincal_evidence.pdf,85c7025d-53ef-4053-bd59-f707552fa339,19,text,"<a id='85c7025d-53ef-4053-bd59-f707552fa339'></a>

**Benefits and harms**
**Antihistamines versus placebo:**
We found two systematic reviews (search date not reported, 9 RCTs, 1757 adults; 7 RCTs in adults with naturally acquired colds, 2 RCTs in adults with experimentally induced colds; [7] and search date 2003, 32 RCTs, 8228 adults and children with naturally acquired colds, 702 with experimentally induced colds [8]) and one subsequent RCT. [9]","**Benefits and harms**
**Antihistamines versus placebo:**
We found two systematic reviews (search date not reported, 9 RCTs, 1757 adults; 7 RCTs in adults with naturally acquired colds, 2 RCTs in adults with experimentally induced colds; [7] and search date 2003, 32 RCTs, 8228 adults and children with naturally acquired colds, 702 with experimentally induced colds [8]) and one subsequent RCT. [9]",399,61,2,0.112282693,0.229438648,0.888507307,0.311326742,672e963f-713b-4788-b51b-726df1014d6f,3ee2ed17-258a-4bf2-b50b-b657c20f2c66,results_folder/chunk_images/Common_cold_clinincal_evidence/page_2/text.85c7025d-53ef-4053-bd59-f707552fa339.png,2025-10-29T04:41:31.169803+00:00,0.18.3,dpt-2-20250919
Common_cold_clinincal_evidence.pdf,3ee2ed17-258a-4bf2-b50b-b657c20f2c66,20,text,"<a id='3ee2ed17-258a-4bf2-b50b-b657c20f2c66'></a>

**Symptom severity**
*Compared with placebo* Antihistamines may be marginally more effective at reducing symptoms of runny nose and sneezing at 2 days, but we don't know whether they are more effective at reducing cough frequency or at increasing the speed of recovery (*very low-quality evidence*).","**Symptom severity**
*Compared with placebo* Antihistamines may be marginally more effective at reducing symptoms of runny nose and sneezing at 2 days, but we don't know whether they are more effective at reducing cough frequency or at increasing the speed of recovery (*very low-quality evidence*).",299,45,2,0.111997604,0.330300003,0.888781071,0.386565953,85c7025d-53ef-4053-bd59-f707552fa339,5c83e2ab-ff1d-497f-aa96-d255f68b2f2e,results_folder/chunk_images/Common_cold_clinincal_evidence/page_2/text.3ee2ed17-258a-4bf2-b50b-b657c20f2c66.png,2025-10-29T04:41:31.169803+00:00,0.18.3,dpt-2-20250919
Common_cold_clinincal_evidence.pdf,5c83e2ab-ff1d-497f-aa96-d255f68b2f2e,21,table,"<a id='5c83e2ab-ff1d-497f-aa96-d255f68b2f2e'></a>

<table id=""2-1"">
<tr><td id=""2-2"">Ref (type)</td><td id=""2-3"">Population</td><td id=""2-4"">Outcome, Interventions</td><td id=""2-5"">Results and statistical analysis</td><td id=""2-6"">Effect size</td><td id=""2-7"">Favours</td></tr>
<tr><td id=""2-8"" colspan=""6"">Symptom severity (global)</td></tr>
<tr><td id=""2-9"">[7] Systematic review</td><td id=""2-a"">1757 adults 9 RCTs in this analysis 7 RCTs in adults with naturally ac- quired colds, two RCTs in adults with experimentally in- duced colds</td><td id=""2-b"">Symptoms of runny nose and sneezing, 2 days with antihistamines (chlor- phenamine or doxylamine) with placebo The review included previously unpublished individual patient data comparing antihistamines (chlorphenamine or doxylamine) versus placebo</td><td id=""2-c"">The review reported that antihis- tamines reduced symptoms compared with placebo, although the effects were small (see fur- ther information on studies)</td><td id=""2-d""></td><td id=""2-e""></td></tr>
<tr><td id=""2-f"">[9] RCT 3-armed trial</td><td id=""2-g"">37 children aged 6 to 18 years with nocturnal cough due to upper respi- ratory infection The remaining arm evaluated dex- tromethorphan (an antitussive, single bedtime dose, based on label rec- ommendations for age)</td><td id=""2-h"">Cough frequency (reduction in 7-point Likert scale, comparing 1 night without treatment to a second night with treatment) 1.58 with diphenhydramine (sin- gle bedtime dose, based on label recommendations for age) 1.38 with placebo 25 children in this analysis (12 children in the diphenhydramine group and 13 children in the placebo group)</td><td id=""2-i"">Significance not assessed for diphenhydramine v placebo The study was small and out- comes were measured in 1 night</td><td id=""2-j""></td><td id=""2-k""></td></tr>
<tr><td id=""2-l"" colspan=""6"">Cure rate</td></tr>
<tr><td id=""2-m"">[8] Systematic review</td><td id=""2-n"">3492 people with colds</td><td id=""2-o"">Proportion recovered, 1 to 2 days 998/1825 (55%) with antihistamines alone 892/1667 (54%) with placebo</td><td id=""2-p"">RR 0.99 95% CI 0.93 to 1.05</td><td id=""2-q"">double-headed arrow</td><td id=""2-r"">Not significant</td></tr>
<tr><td id=""2-s"">[8] Systematic review</td><td id=""2-t"">Number of people in analysis not clear 3 RCTs in this analysis</td><td id=""2-u"">Proportion recovered, 3 to 5 days with antihistamines alone with placebo</td><td id=""2-v"">RR 1.03 95% CI 0.92 to 1.16</td><td id=""2-w"">double-headed arrow</td><td id=""2-x"">Not significant</td></tr>
</table>","<table id=""2-1"">
<tr><td id=""2-2"">Ref (type)</td><td id=""2-3"">Population</td><td id=""2-4"">Outcome, Interventions</td><td id=""2-5"">Results and statistical analysis</td><td id=""2-6"">Effect size</td><td id=""2-7"">Favours</td></tr>
<tr><td id=""2-8"" colspan=""6"">Symptom severity (global)</td></tr>
<tr><td id=""2-9"">[7] Systematic review</td><td id=""2-a"">1757 adults 9 RCTs in this analysis 7 RCTs in adults with naturally ac- quired colds, two RCTs in adults with experimentally in- duced colds</td><td id=""2-b"">Symptoms of runny nose and sneezing, 2 days with antihistamines (chlor- phenamine or doxylamine) with placebo The review included previously unpublished individual patient data comparing antihistamines (chlorphenamine or doxylamine) versus placebo</td><td id=""2-c"">The review reported that antihis- tamines reduced symptoms compared with placebo, although the effects were small (see fur- ther information on studies)</td><td id=""2-d""></td><td id=""2-e""></td></tr>
<tr><td id=""2-f"">[9] RCT 3-armed trial</td><td id=""2-g"">37 children aged 6 to 18 years with nocturnal cough due to upper respi- ratory infection The remaining arm evaluated dex- tromethorphan (an antitussive, single bedtime dose, based on label rec- ommendations for age)</td><td id=""2-h"">Cough frequency (reduction in 7-point Likert scale, comparing 1 night without treatment to a second night with treatment) 1.58 with diphenhydramine (sin- gle bedtime dose, based on label recommendations for age) 1.38 with placebo 25 children in this analysis (12 children in the diphenhydramine group and 13 children in the placebo group)</td><td id=""2-i"">Significance not assessed for diphenhydramine v placebo The study was small and out- comes were measured in 1 night</td><td id=""2-j""></td><td id=""2-k""></td></tr>
<tr><td id=""2-l"" colspan=""6"">Cure rate</td></tr>
<tr><td id=""2-m"">[8] Systematic review</td><td id=""2-n"">3492 people with colds</td><td id=""2-o"">Proportion recovered, 1 to 2 days 998/1825 (55%) with antihistamines alone 892/1667 (54%) with placebo</td><td id=""2-p"">RR 0.99 95% CI 0.93 to 1.05</td><td id=""2-q"">double-headed arrow</td><td id=""2-r"">Not significant</td></tr>
<tr><td id=""2-s"">[8] Systematic review</td><td id=""2-t"">Number of people in analysis not clear 3 RCTs in this analysis</td><td id=""2-u"">Proportion recovered, 3 to 5 days with antihistamines alone with placebo</td><td id=""2-v"">RR 1.03 95% CI 0.92 to 1.16</td><td id=""2-w"">double-headed arrow</td><td id=""2-x"">Not significant</td></tr>
</table>",2492,293,2,0.111749202,0.388279051,0.887914062,0.92304647,3ee2ed17-258a-4bf2-b50b-b657c20f2c66,9454be41-3d17-4d9f-9945-947bba0a4e4b,results_folder/chunk_images/Common_cold_clinincal_evidence/page_2/table.5c83e2ab-ff1d-497f-aa96-d255f68b2f2e.png,2025-10-29T04:41:31.169803+00:00,0.18.3,dpt-2-20250919
Common_cold_clinincal_evidence.pdf,9454be41-3d17-4d9f-9945-947bba0a4e4b,22,marginalia,"<a id='9454be41-3d17-4d9f-9945-947bba0a4e4b'></a>

© BMJ Publishing Group Ltd 2011. All rights reserved.",© BMJ Publishing Group Ltd 2011. All rights reserved.,53,9,2,0.112384632,0.928335369,0.366417825,0.9437204,5c83e2ab-ff1d-497f-aa96-d255f68b2f2e,54526d94-c778-42a7-8530-8a4f091b9140,results_folder/chunk_images/Common_cold_clinincal_evidence/page_2/marginalia.9454be41-3d17-4d9f-9945-947bba0a4e4b.png,2025-10-29T04:41:31.169803+00:00,0.18.3,dpt-2-20250919
Common_cold_clinincal_evidence.pdf,54526d94-c778-42a7-8530-8a4f091b9140,23,marginalia,"<a id='54526d94-c778-42a7-8530-8a4f091b9140'></a>

3",3,1,1,2,0.868778467,0.927291691,0.888435245,0.941851676,9454be41-3d17-4d9f-9945-947bba0a4e4b,79fae2a4-b47d-437d-b79d-df732bf79662,results_folder/chunk_images/Common_cold_clinincal_evidence/page_2/marginalia.54526d94-c778-42a7-8530-8a4f091b9140.png,2025-10-29T04:41:31.169803+00:00,0.18.3,dpt-2-20250919
Common_cold_clinincal_evidence.pdf,79fae2a4-b47d-437d-b79d-df732bf79662,24,text,"<a id='79fae2a4-b47d-437d-b79d-df732bf79662'></a>

Respiratory disorders (acute)",Respiratory disorders (acute),29,3,2,0.894772232,0.032833353,0.937486112,0.336632133,54526d94-c778-42a7-8530-8a4f091b9140,a229e3a7-cbb8-4099-ab1f-5680e97fa26a,results_folder/chunk_images/Common_cold_clinincal_evidence/page_2/text.79fae2a4-b47d-437d-b79d-df732bf79662.png,2025-10-29T04:41:31.169803+00:00,0.18.3,dpt-2-20250919
Common_cold_clinincal_evidence.pdf,a229e3a7-cbb8-4099-ab1f-5680e97fa26a,25,text,"<a id='a229e3a7-cbb8-4099-ab1f-5680e97fa26a'></a>

Common cold",Common cold,11,2,3,0.676570773,0.032663487,0.886905432,0.059879519,79fae2a4-b47d-437d-b79d-df732bf79662,0d44d4a3-364d-4eb4-b576-781fc0434798,results_folder/chunk_images/Common_cold_clinincal_evidence/page_3/text.a229e3a7-cbb8-4099-ab1f-5680e97fa26a.png,2025-10-29T04:41:31.169803+00:00,0.18.3,dpt-2-20250919
Common_cold_clinincal_evidence.pdf,0d44d4a3-364d-4eb4-b576-781fc0434798,26,table,"<a id='0d44d4a3-364d-4eb4-b576-781fc0434798'></a>

<table id=""3-1"">
<tr><td id=""3-2"">Ref (type)</td><td id=""3-3"">Population</td><td id=""3-4"">Outcome, Interventions</td><td id=""3-5"">Results and statistical analysis</td><td id=""3-6"">Effect size</td><td id=""3-7"">Favours</td></tr>
<tr><td id=""3-8"">[8] Systematic review</td><td id=""3-9"">Number of people in analysis not clear 4 RCTs in this analysis</td><td id=""3-a"">Proportion recovered, 8 to 10 days with antihistamines alone with placebo</td><td id=""3-b"">RR 0.95 95% CI 0.83 to 1.09</td><td id=""3-c"">double-headed arrow</td><td id=""3-d"">Not significant</td></tr>
</table>","<table id=""3-1"">
<tr><td id=""3-2"">Ref (type)</td><td id=""3-3"">Population</td><td id=""3-4"">Outcome, Interventions</td><td id=""3-5"">Results and statistical analysis</td><td id=""3-6"">Effect size</td><td id=""3-7"">Favours</td></tr>
<tr><td id=""3-8"">[8] Systematic review</td><td id=""3-9"">Number of people in analysis not clear 4 RCTs in this analysis</td><td id=""3-a"">Proportion recovered, 8 to 10 days with antihistamines alone with placebo</td><td id=""3-b"">RR 0.95 95% CI 0.83 to 1.09</td><td id=""3-c"">double-headed arrow</td><td id=""3-d"">Not significant</td></tr>
</table>",570,54,3,0.111778259,0.066894472,0.888427377,0.184127986,a229e3a7-cbb8-4099-ab1f-5680e97fa26a,7bad2dc5-9e0f-48b6-95a1-9e32e2fe6ea1,results_folder/chunk_images/Common_cold_clinincal_evidence/page_3/table.0d44d4a3-364d-4eb4-b576-781fc0434798.png,2025-10-29T04:41:31.169803+00:00,0.18.3,dpt-2-20250919
Common_cold_clinincal_evidence.pdf,7bad2dc5-9e0f-48b6-95a1-9e32e2fe6ea1,27,text,"<a id='7bad2dc5-9e0f-48b6-95a1-9e32e2fe6ea1'></a>

Complications",Complications,13,1,3,0.112083167,0.195547178,0.231162459,0.212838367,0d44d4a3-364d-4eb4-b576-781fc0434798,37e9d869-d8ca-4dab-aea4-fd95e7eba924,results_folder/chunk_images/Common_cold_clinincal_evidence/page_3/text.7bad2dc5-9e0f-48b6-95a1-9e32e2fe6ea1.png,2025-10-29T04:41:31.169803+00:00,0.18.3,dpt-2-20250919
Common_cold_clinincal_evidence.pdf,37e9d869-d8ca-4dab-aea4-fd95e7eba924,28,text,"<a id='37e9d869-d8ca-4dab-aea4-fd95e7eba924'></a>

No data from the following reference on this outcome. [7] [8] [9]",No data from the following reference on this outcome. [7] [8] [9],65,12,3,0.110880032,0.246145263,0.545901,0.269396871,7bad2dc5-9e0f-48b6-95a1-9e32e2fe6ea1,22b16dc6-ba48-488a-9f71-ede80f8011b3,results_folder/chunk_images/Common_cold_clinincal_evidence/page_3/text.37e9d869-d8ca-4dab-aea4-fd95e7eba924.png,2025-10-29T04:41:31.169803+00:00,0.18.3,dpt-2-20250919
Common_cold_clinincal_evidence.pdf,22b16dc6-ba48-488a-9f71-ede80f8011b3,29,text,"<a id='22b16dc6-ba48-488a-9f71-ede80f8011b3'></a>

**Adverse effects**",**Adverse effects**,19,2,3,0.111105934,0.286725819,0.240763292,0.306740105,37e9d869-d8ca-4dab-aea4-fd95e7eba924,70515a55-6f17-4ace-b90a-77f03283d893,results_folder/chunk_images/Common_cold_clinincal_evidence/page_3/text.22b16dc6-ba48-488a-9f71-ede80f8011b3.png,2025-10-29T04:41:31.169803+00:00,0.18.3,dpt-2-20250919
Common_cold_clinincal_evidence.pdf,70515a55-6f17-4ace-b90a-77f03283d893,30,table,"<a id='70515a55-6f17-4ace-b90a-77f03283d893'></a>

<table id=""3-e"">
<tr><td id=""3-f"">Ref (type)</td><td id=""3-g"">Population</td><td id=""3-h"">Outcome, Interventions</td><td id=""3-i"">Results and statistical analysis</td><td id=""3-j"">Effect size</td><td id=""3-k"">Favours</td></tr>
<tr><td id=""3-l"" colspan=""6"">Adverse effects</td></tr>
<tr><td id=""3-m"">[8] Systematic review</td><td id=""3-n"">8930 adults and children with colds 9 RCTs in this analysis 8228 adults and children with natu- rally acquired colds, and 702 with experimentally in- duced colds</td><td id=""3-o"">Proportion of people reporting an adverse effect with antihistamines alone with placebo Antihistamines were particularly associated with sedation, but also with dizziness, dry mouth, and headache</td><td id=""3-p"">RR 1.20 95% CI 1.03 to 1.40</td><td id=""3-q"">three circles, one filled</td><td id=""3-r"">placebo</td></tr>
<tr><td id=""3-s"">[8] Systematic review</td><td id=""3-t"">People in trials evaluating non-se- dating antihis- tamines; number of people in analysis not clear 3 RCTs in this analysis</td><td id=""3-u"">Proportion of people reporting an adverse effect with non-sedating antihistamines alone with placebo</td><td id=""3-v"">RR 1.10 95% CI 0.55 to 2.18</td><td id=""3-w"">double-headed arrow</td><td id=""3-x"">Not significant</td></tr>
</table>","<table id=""3-e"">
<tr><td id=""3-f"">Ref (type)</td><td id=""3-g"">Population</td><td id=""3-h"">Outcome, Interventions</td><td id=""3-i"">Results and statistical analysis</td><td id=""3-j"">Effect size</td><td id=""3-k"">Favours</td></tr>
<tr><td id=""3-l"" colspan=""6"">Adverse effects</td></tr>
<tr><td id=""3-m"">[8] Systematic review</td><td id=""3-n"">8930 adults and children with colds 9 RCTs in this analysis 8228 adults and children with natu- rally acquired colds, and 702 with experimentally in- duced colds</td><td id=""3-o"">Proportion of people reporting an adverse effect with antihistamines alone with placebo Antihistamines were particularly associated with sedation, but also with dizziness, dry mouth, and headache</td><td id=""3-p"">RR 1.20 95% CI 1.03 to 1.40</td><td id=""3-q"">three circles, one filled</td><td id=""3-r"">placebo</td></tr>
<tr><td id=""3-s"">[8] Systematic review</td><td id=""3-t"">People in trials evaluating non-se- dating antihis- tamines; number of people in analysis not clear 3 RCTs in this analysis</td><td id=""3-u"">Proportion of people reporting an adverse effect with non-sedating antihistamines alone with placebo</td><td id=""3-v"">RR 1.10 95% CI 0.55 to 2.18</td><td id=""3-w"">double-headed arrow</td><td id=""3-x"">Not significant</td></tr>
</table>",1267,137,3,0.110712916,0.326633215,0.888983488,0.630349696,22b16dc6-ba48-488a-9f71-ede80f8011b3,cda1f557-8c66-45b1-a28c-336f67e1a4f2,results_folder/chunk_images/Common_cold_clinincal_evidence/page_3/table.70515a55-6f17-4ace-b90a-77f03283d893.png,2025-10-29T04:41:31.169803+00:00,0.18.3,dpt-2-20250919
Common_cold_clinincal_evidence.pdf,cda1f557-8c66-45b1-a28c-336f67e1a4f2,31,text,"<a id='cda1f557-8c66-45b1-a28c-336f67e1a4f2'></a>

No data from the following reference on this outcome. [7] [9]",No data from the following reference on this outcome. [7] [9],61,11,3,0.111836702,0.638667047,0.52276814,0.658059418,70515a55-6f17-4ace-b90a-77f03283d893,9bca13c8-0ea6-4dab-b7be-03ad47f149b3,results_folder/chunk_images/Common_cold_clinincal_evidence/page_3/text.cda1f557-8c66-45b1-a28c-336f67e1a4f2.png,2025-10-29T04:41:31.169803+00:00,0.18.3,dpt-2-20250919
Common_cold_clinincal_evidence.pdf,9bca13c8-0ea6-4dab-b7be-03ad47f149b3,32,text,"<a id='9bca13c8-0ea6-4dab-b7be-03ad47f149b3'></a>

## Further information on studies

[7] The effects of antihistamines were small. On a severity scale ranging from 0 (no symptoms) to 3 or 4 (severe symptoms), antihistamines reduced the score from baseline by about 0.25 (95% CI 0.10 to 0.40; results presented graphically) for runny nose on days 1 and 2, 0.15 (95% CI 0 to 0.30) for sneezing on day 1, and 0.30 (95% CI 0.15 to 0.45) for sneezing on day 2.

[8] The RCTs identified by the second review assessed a wide variety of antihistamines, including cetirizine, chlorphenamine, clemastine, doxylamine succinate, loratadine, promethazine hydrochloride, and terfenadine. Decongestants used in combination with antihistamines included phenylpropanolamine and pseudoephedrine.","## Further information on studies

[7] The effects of antihistamines were small. On a severity scale ranging from 0 (no symptoms) to 3 or 4 (severe symptoms), antihistamines reduced the score from baseline by about 0.25 (95% CI 0.10 to 0.40; results presented graphically) for runny nose on days 1 and 2, 0.15 (95% CI 0 to 0.30) for sneezing on day 1, and 0.30 (95% CI 0.15 to 0.45) for sneezing on day 2.

[8] The RCTs identified by the second review assessed a wide variety of antihistamines, including cetirizine, chlorphenamine, clemastine, doxylamine succinate, loratadine, promethazine hydrochloride, and terfenadine. Decongestants used in combination with antihistamines included phenylpropanolamine and pseudoephedrine.",727,110,3,0.108723223,0.722301781,0.892108738,0.853562415,cda1f557-8c66-45b1-a28c-336f67e1a4f2,5b72431c-40b3-4712-978a-c55ba6ca4539,results_folder/chunk_images/Common_cold_clinincal_evidence/page_3/text.9bca13c8-0ea6-4dab-b7be-03ad47f149b3.png,2025-10-29T04:41:31.169803+00:00,0.18.3,dpt-2-20250919
Common_cold_clinincal_evidence.pdf,5b72431c-40b3-4712-978a-c55ba6ca4539,33,text,"<a id='5b72431c-40b3-4712-978a-c55ba6ca4539'></a>

Comment:
Some non-sedating antihistamines are associated with arrhythmias and adverse interactions with other drugs. The FDA has released a warning that respiratory depression, leading to death in some","Comment:
Some non-sedating antihistamines are associated with arrhythmias and adverse interactions with other drugs. The FDA has released a warning that respiratory depression, leading to death in some",201,28,3,0.112981975,0.888288796,0.889231265,0.919979274,9bca13c8-0ea6-4dab-b7be-03ad47f149b3,228ff4ac-1180-4da6-beac-a570eeaa7683,results_folder/chunk_images/Common_cold_clinincal_evidence/page_3/text.5b72431c-40b3-4712-978a-c55ba6ca4539.png,2025-10-29T04:41:31.169803+00:00,0.18.3,dpt-2-20250919
Common_cold_clinincal_evidence.pdf,228ff4ac-1180-4da6-beac-a570eeaa7683,34,marginalia,"<a id='228ff4ac-1180-4da6-beac-a570eeaa7683'></a>

© BMJ Publishing Group Ltd 2011. All rights reserved.",© BMJ Publishing Group Ltd 2011. All rights reserved.,53,9,3,0.112486243,0.928129256,0.364353776,0.942623317,5b72431c-40b3-4712-978a-c55ba6ca4539,ac38ac9a-f8b1-4cd7-9085-d7433bf971c0,results_folder/chunk_images/Common_cold_clinincal_evidence/page_3/marginalia.228ff4ac-1180-4da6-beac-a570eeaa7683.png,2025-10-29T04:41:31.169803+00:00,0.18.3,dpt-2-20250919
Common_cold_clinincal_evidence.pdf,ac38ac9a-f8b1-4cd7-9085-d7433bf971c0,35,marginalia,"<a id='ac38ac9a-f8b1-4cd7-9085-d7433bf971c0'></a>

4",4,1,1,3,0.870679796,0.928236306,0.889104426,0.941747725,228ff4ac-1180-4da6-beac-a570eeaa7683,b7b90726-42ca-4ff7-ac7d-752adeb0a886,results_folder/chunk_images/Common_cold_clinincal_evidence/page_3/marginalia.ac38ac9a-f8b1-4cd7-9085-d7433bf971c0.png,2025-10-29T04:41:31.169803+00:00,0.18.3,dpt-2-20250919
Common_cold_clinincal_evidence.pdf,b7b90726-42ca-4ff7-ac7d-752adeb0a886,36,text,"<a id='b7b90726-42ca-4ff7-ac7d-752adeb0a886'></a>

Respiratory disorders (acute)",Respiratory disorders (acute),29,3,3,0.894572794,0.032794908,0.938002169,0.337228835,ac38ac9a-f8b1-4cd7-9085-d7433bf971c0,a7c6ac15-d488-4e9a-be06-d221b76ad4b8,results_folder/chunk_images/Common_cold_clinincal_evidence/page_3/text.b7b90726-42ca-4ff7-ac7d-752adeb0a886.png,2025-10-29T04:41:31.169803+00:00,0.18.3,dpt-2-20250919
Common_cold_clinincal_evidence.pdf,a7c6ac15-d488-4e9a-be06-d221b76ad4b8,37,text,"<a id='a7c6ac15-d488-4e9a-be06-d221b76ad4b8'></a>

Common cold",Common cold,11,2,4,0.675674975,0.031111032,0.887747943,0.060559846,b7b90726-42ca-4ff7-ac7d-752adeb0a886,39d86bb5-f912-4a15-b559-baf54a1d6cc3,results_folder/chunk_images/Common_cold_clinincal_evidence/page_4/text.a7c6ac15-d488-4e9a-be06-d221b76ad4b8.png,2025-10-29T04:41:31.169803+00:00,0.18.3,dpt-2-20250919
Common_cold_clinincal_evidence.pdf,39d86bb5-f912-4a15-b559-baf54a1d6cc3,38,text,"<a id='39d86bb5-f912-4a15-b559-baf54a1d6cc3'></a>

cases, has been reported when promethazine hydrochloride was given to children aged <2 years.
[10] The FDA recommends not using promethazine hydrochloride in children aged <2 years, and
that parents and carers seek a doctor's advice about giving promethazine hydrochloride in any
form to children aged 2 years and older.","cases, has been reported when promethazine hydrochloride was given to children aged <2 years.
[10] The FDA recommends not using promethazine hydrochloride in children aged <2 years, and
that parents and carers seek a doctor's advice about giving promethazine hydrochloride in any
form to children aged 2 years and older.",320,50,4,0.225922734,0.067384273,0.885586977,0.124456033,a7c6ac15-d488-4e9a-be06-d221b76ad4b8,8a8cda66-fc8e-4073-887d-8f858002026f,results_folder/chunk_images/Common_cold_clinincal_evidence/page_4/text.39d86bb5-f912-4a15-b559-baf54a1d6cc3.png,2025-10-29T04:41:31.169803+00:00,0.18.3,dpt-2-20250919
